,age,gender,marital,date_granted,label,installment,amount_approved,total_delayed_payment,total_early_payment,num_negstatus_2years,num_negstatus_before_2years,negstatus_guarantor_last_12month,negstatus_guarantor_before_12month,past_due_6_month,past_due_6_18_month,past_due_18_more_month,undue_12_month,undue_12_more_month,default_12_month,default_12_more_month,age_last_negative_status,num_loans,max_installment_amount,oldest_loan_age,complete_last_payment_age,num_prev_0_1_year_loans,num_prev_1_3_year_loans,guarantor_role,completed_loan_ratio,outstanding_debt_ratio,current_installments,out,worst_negative_status_last_2years_0,worst_negative_status_last_2years_1,worst_negative_status_last_2years_2,worst_negative_status_last_2years_3
1540,62,1,1,20210518,0,17,981.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.1,2196,0,1,0,0,0,0,0,0,1,0,0,0
1542,58,1,1,20210829,0,16,711.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,95,0,2,0,1,0,0.9166666666666669,29,0,1,0,0,0
1543,39,1,1,20211030,0,12,256.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,799,0,1,1,0,0,0.2702702702702702,0,0,1,0,0,0
1544,36,1,1,20210622,0,22,283.1,16,0,0,0,1,3,0,0,0,0,0,0,0,0,3,78.2,2227,137,2,1,1,0.3227513962291977,0.8108108108108107,78.2,0,1,0,0,0
1546,60,1,0,20210407,0,10,465.8,0,0,1,0,5,46,0,1,0,0,0,0,0,374,3,45.8,3180,0,2,1,1,0,0.4795980653893377,53.7,0,0,1,0,0
1547,63,1,0,20210917,0,18,664.9,0,103,0,0,0,0,0,0,0,0,0,0,0,0,8,63.5,2115,154,2,2,1,0.6863277816850394,0.7805310833219093,49.1,0,1,0,0,0
1548,62,1,0,20211121,0,12,100.5,265,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1848,1038,1,1,1,0.7835339219119413,0.027777778,0,0,1,0,0,0
1549,44,0,1,20211023,0,16,324.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.6,1312,0,1,0,0,0,0.2786885245901639,70.6,0,1,0,0,0
1550,41,0,1,20210701,0,36,728.4,0,17,0,0,0,2,0,0,0,0,0,0,0,0,2,78.3,1441,363,1,1,1,0.2143771016304479,0.027027027,0,0,1,0,0,0
1551,40,1,1,20210706,0,12,218.5,0,0,1,2,0,0,0,1,2,0,0,0,0,434,1,20.2,2404,0,1,0,1,0,0.5642458100558658,20.2,0,0,1,0,0
1552,38,0,0,20211225,0,11,322.5,0,0,1,0,0,0,1,0,0,0,0,0,0,103,2,14.8,1388,0,2,0,0,0,0.7178972421214367,51.6,0,0,1,0,0
1553,35,0,1,20210414,0,18,202.5,28,0,10,0,0,0,3,6,1,0,0,0,0,109,4,34,985,592,2,3,1,0.050661596,0.5566002969797571,65.6,0,0,1,0,0
1554,48,0,1,20211107,0,17,502.3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7,991,679,1,1,0,1,0,0,0,1,0,0,0
1555,47,0,1,20210625,0,12,471.8,12,0,0,0,2,2,0,0,0,0,0,0,0,0,3,134.5,2261,1153,1,2,1,0.5294211167530853,0.51940228,45.2,0,1,0,0,0
1556,42,1,1,20211209,0,24,545.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,676,0,1,2,1,0,0,0,0,1,0,0,0
1557,37,1,0,20210313,0,48,1259,82,49,1,3,6,2,0,0,4,0,0,0,0,561,4,39.5,2166,500,1,2,1,0.7617079214814685,0.1,0,0,0,1,0,0
1559,47,1,1,20210726,0,24,364.2,0,0,7,1,0,0,2,4,2,0,0,0,0,119,3,24,1330,0,3,0,1,0,0.8277265761858915,183.7,0,0,1,0,0
1560,37,1,1,20210429,0,10,131.6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,905.1,2700,822,1,1,1,0.9931033417758104,0.5454545454545455,1,0,1,0,0,0
1561,34,0,0,20210616,0,14,377.5,0,0,1,0,0,0,0,1,0,0,0,0,0,505,1,1.1,1541,0,1,0,0,0,0.1639344262295081,1.1,0,0,1,0,0
1562,50,0,1,20211015,0,20,170.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.7,2037,930,1,0,1,1,0,0,0,1,0,0,0
1563,40,0,1,20210917,0,11,486.4,0,461,1,0,6,25,1,0,0,0,0,0,0,82,8,69.2,2328,963,2,4,1,0.099281089,0.5249377543503596,126,0,0,1,0,0
1564,37,1,1,20211005,0,24,512.3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170.7,2617,1286,1,1,1,0.081241978,0.3424657534246575,170.7,0,1,0,0,0
1565,74,1,1,20210801,0,24,800.2,0,0,1,0,0,0,0,1,0,0,0,0,0,397,3,53.5,2544,0,3,0,1,0,0.3322925831472754,73.6,0,0,1,0,0
1566,49,1,0,20210624,0,10,377.5,0,0,0,0,7,26,0,0,0,0,0,0,0,0,1,49.1,322,0,2,0,1,0,0.7755102040816325,49.1,0,1,0,0,0
1567,36,1,1,20210417,0,46,405.1,113,0,0,0,1,3,0,0,0,0,0,0,0,0,5,34.1,1412,204,1,2,1,0.2880071059986029,0.4947439053764382,9,0,1,0,0,0
1568,56,1,1,20210631,0,22,1038.1,21,45,0,0,4,0,0,0,0,0,0,0,0,0,7,25.7,2213,661,1,2,1,0.3903475545468144,0.1461302588637464,0,0,1,0,0,0
1569,41,0,1,20210816,0,20,177.8,7,0,0,0,5,29,0,0,0,0,0,0,0,0,9,56.1,1603,336,3,6,1,0.3774770739835393,0.3610674544929637,1.2,0,1,0,0,0
1571,57,1,0,20210312,0,17,629.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.4,4160,0,1,0,0,0,0,0,0,1,0,0,0
1572,43,1,0,20211013,0,17,68.3,43,25,0,0,3,3,0,0,0,0,0,0,0,0,4,62.7,1519,249,1,3,1,0.3665290379948054,0.572424354,73.2,0,1,0,0,0
1573,35,1,0,20210410,0,18,283.6,985,0,7,1,0,4,0,5,3,0,0,0,0,408,3,1067,1606,210,1,2,0,0.9045030122794684,0.6093749999999999,17.7,0,0,1,0,0
1574,42,0,0,20211025,0,18,512.3,0,104,0,0,0,0,0,0,0,0,0,0,0,0,5,41.9,2181,339,2,0,1,0.2573256051623661,0.3839391946046431,37,0,1,0,0,0
1576,66,1,1,20210412,0,15,607.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,289,0,2,0,1,0,0.6250000000000001,0,0,1,0,0,0
1577,55,0,1,20210403,0,21,607.6,0,91,2,0,1,1,0,2,0,0,0,0,0,314,9,66.5,1708,308,3,3,1,0.3201689473288312,0.571810921,146.2,0,0,1,0,0
1578,42,1,0,20210401,0,16,303.8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,4,42.7,2826,184,2,1,1,0.4018258913797351,0.7027027027027027,0,0,1,0,0,0
1579,53,0,0,20210920,0,12,262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.7,1775,0,1,0,0,0,0.5163934426229507,55.7,0,1,0,0,0
1580,40,1,0,20210718,0,36,282.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61.5,770,0,1,2,0,0,0.4722222222222222,0,0,1,0,0,0
1581,50,0,1,20211009,0,22,512.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.4,1545,800,1,0,0,1,0,0,0,1,0,0,0
1582,42,0,1,20211202,0,24,330.8,216,0,12,13,9,0,3,5,16,0,0,0,0,122,7,49.4,2539,44,2,1,1,0.3293613962629024,0.3843546676153193,73.7,0,0,1,0,0
1583,36,1,1,20210909,0,30,332.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,303,0,2,0,0,0,0.8630136986301369,3.6,0,1,0,0,0
1584,66,0,1,20211117,0,20,736.8,0,0,0,0,9,20,0,0,0,0,0,0,0,0,1,3.6,574,0,1,1,1,0,0.2083333333333333,0,0,1,0,0,0
1585,45,1,1,20211030,0,16,683.1,0,148,4,19,0,0,0,3,11,0,9,0,0,396,2,11.6,4141,456,1,0,0,1,0,0,0,0,1,0,0
1586,41,0,1,20210808,0,15,497.9,88,0,0,1,0,0,0,0,1,0,0,0,0,1746,4,68.2,2575,1150,1,3,1,0.082277816,0.1615510682857199,0.8,0,1,0,0,0
1587,35,1,1,20210417,0,25,951.9,50,0,2,4,0,0,2,0,4,0,0,0,0,70,5,64.4,3712,70,2,2,0,0.082397242,0.3696137903524862,23.7,0,0,1,0,0
1588,65,0,1,20210701,0,26,418.8,78,24,0,0,0,0,0,0,0,0,0,0,0,0,4,42.6,1522,368,2,0,1,0.212727037,0.8141277990325997,30.6,0,1,0,0,0
1589,36,0,0,20210319,0,16,1049.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.9,233,0,2,0,1,0,0.7666666666666667,35.9,0,1,0,0,0
1590,40,1,1,20210526,0,60,588.9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,39.1,3352,186,2,0,1,0.3520358557448003,0.3764767063852414,16.3,0,1,0,0,0
1591,41,1,0,20210703,0,14,320.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1862,2,22.5,2929,0,1,1,0,0,0.4763731899568953,22.5,0,1,0,0,0
1592,53,1,1,20210621,0,24,773.8,139,0,1,15,0,0,0,1,15,0,0,0,0,418,4,228.2,1851,84,1,2,1,0.6136353647888942,0.054054054,0,0,0,1,0,0
1593,43,0,0,20210624,0,19,471.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65.7,2973,0,1,2,1,0,0.4296029203718331,115.9,0,1,0,0,0
1594,49,1,1,20210707,0,22,455.3,14,0,7,4,0,0,0,0,3,1,7,0,0,341,1,21.5,1407,313,1,0,1,1,0,0,0,0,0,1,0
1595,42,1,1,20211203,0,60,496.1,2,0,1,36,0,0,0,1,28,0,3,0,4,493,5,56,3123,1129,1,2,0,0.099035966,0.4503771352083111,71.9,0,0,1,0,0
1596,45,1,1,20211125,0,20,334.9,311,0,9,12,0,0,0,6,14,0,1,0,0,333,2,21.3,1443,37,1,1,0,0.6237797443429227,0.3055555555555556,0,0,0,1,0,0
1597,37,1,0,20210426,0,12,891.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,410.9,35,0,3,0,1,0,0.8791874249763606,0,0,1,0,0,0
1598,40,1,1,20210514,0,22,922.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,55.6,742,3,1,2,1,1,0,0,0,1,0,0,0
1599,56,0,0,20210819,0,24,320.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.6,2807,0,1,0,0,0,0.2295081967213114,0,0,1,0,0,0
1600,48,0,1,20210402,0,24,101.3,795,0,5,17,0,0,0,0,1,0,10,0,10,551,4,24.4,2411,520,3,1,0,0.028282484,0.9062734066066024,65.2,0,0,0,0,1
1601,70,1,1,20210517,0,12,392.6,80,2,11,9,0,0,0,0,13,1,6,0,0,291,2,41.1,5820,262,1,0,1,1,0,0,0,0,0,1,0
1602,41,1,1,20210516,0,20,588.9,31,0,4,0,4,2,1,3,0,0,0,0,0,158,2,26.7,2147,1020,1,1,1,0.918280452,0,0,0,0,1,0,0
1603,39,1,0,20211107,0,17,552.6,30,0,0,0,0,3,0,0,0,0,0,0,0,0,3,52,1713,1133,1,2,1,1,0,0,0,1,0,0,0
1604,44,1,0,20211025,0,16,341.6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,36.1,695,0,2,1,1,0,0.4955927923267051,24.5,0,1,0,0,0
1605,46,1,1,20210924,0,48,962.3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5,1831,460,1,0,0,1,0,0,0,1,0,0,0
1606,58,0,0,20210907,0,24,87.5,0,161,0,0,0,0,0,0,0,0,0,0,0,0,3,6.4,1495,441,2,1,0,0.2645046825812309,0.803320061,10.8,0,1,0,0,0
1607,46,0,1,20210615,0,21,745.5,17,81,0,0,0,0,0,0,0,0,0,0,0,0,5,35.9,1796,746,2,2,0,0.4537337233127129,0.6163381067771433,19.3,0,1,0,0,0
1608,35,0,0,20210806,0,18,1066.9,0,0,0,3,0,0,0,0,0,0,3,0,0,1864,1,2.1,3639,0,1,0,0,0,0,0,0,1,0,0,0
1609,46,1,1,20210326,0,23,1259,5,482,0,0,0,0,0,0,0,0,0,0,0,0,6,110.9,1400,300,1,0,0,0.5324802686860988,0.6986301369863014,59,0,1,0,0,0
1610,55,1,1,20210706,0,18,182.1,0,0,0,2,15,32,0,0,1,0,0,0,0,1165,5,614.6,1613,0,4,0,1,0,0.2793926803982768,14,0,1,0,0,0
1611,41,0,1,20210423,0,28,394.9,151,0,0,17,4,5,0,0,17,0,0,0,0,1151,7,1097.4,2144,541,3,2,1,0.8527498622125224,0.959655446,28.6,0,1,0,0,0
1612,42,1,1,20210829,0,12,177.8,4,465,0,0,0,0,0,0,0,0,0,0,0,0,2,38.5,1953,457,1,0,1,1,0,0,0,1,0,0,0
1613,49,1,1,20211212,0,24,165.4,0,0,0,4,0,0,0,0,4,0,0,0,0,1812,2,43.1,2229,0,1,1,0,0,0.3664599222156556,54.7,0,1,0,0,0
1614,64,0,1,20211018,0,16,563.6,42,0,2,0,1,13,0,1,1,0,0,0,0,354,5,45.8,3324,840,1,2,1,0.5333232008822637,0.202173924,8.9,0,0,1,0,0
1616,35,1,1,20211119,0,22,1004.7,40,0,0,0,0,9,0,0,0,0,0,0,0,0,9,65.8,2031,15,4,2,1,0.095818806,0.5194607912280772,95.5,0,1,0,0,0
1617,48,1,1,20211221,0,24,727.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39.9,2730,904,2,1,1,0.4399802957873094,0.5103590618782189,31.6,0,1,0,0,0
1618,51,1,1,20210229,0,18,1290.8,264,0,2,8,19,44,0,2,0,0,1,0,6,334,7,48.4,3167,20,2,3,1,0.3988520555137884,0.5958076735909986,3.9,0,0,1,0,0
1619,48,0,1,20211011,0,36,853.9,403,0,6,26,0,0,1,5,14,0,0,0,0,130,12,79.3,2494,385,1,2,1,0.613526111,0.3783783783783783,4.4,0,0,1,0,0
1620,48,0,0,20210310,0,29,419.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.5,695,0,1,1,0,0,0.3513513513513513,0,0,1,0,0,0
1621,48,1,1,20211110,0,10,217.7,0,0,0,4,0,0,0,0,4,0,0,0,0,1958,4,64.5,2531,0,4,0,0,0,0.9562735438205175,142.4,0,1,0,0,0
1622,72,0,0,20210402,0,24,445.6,0,0,4,0,0,0,0,4,0,0,0,0,0,337,2,48.8,1087,0,1,2,0,0,0,0,0,0,1,0,0
1623,51,1,1,20210922,0,10,210,374,0,0,6,1,0,0,0,5,0,0,0,0,1210,5,35.6,3224,703,1,1,1,0.8442415979522202,0,0,0,1,0,0,0
1624,48,0,1,20210721,0,24,910.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,43,2453,328,1,0,1,1,0,0,0,1,0,0,0
1625,69,1,1,20210929,0,15,437.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22.2,4110,197,2,4,1,0.7661363251120035,0.4653016526840772,6.1,0,1,0,0,0
1626,39,1,0,20211226,0,36,1075,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68.9,3037,158,1,1,1,0.033775195,0,0,0,1,0,0,0
1627,55,1,1,20211009,0,20,375.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44.7,1942,660,1,0,1,0.2317740035742661,0.4672131147540984,0,0,1,0,0,0
1628,44,0,1,20210429,0,20,1012.7,642,56,0,0,0,0,0,0,0,0,0,0,0,0,10,73.9,2583,203,2,2,1,0.4076167916755119,0.3243280982308698,23.9,0,1,0,0,0
1629,43,0,1,20211001,0,24,939.3,63,0,0,2,0,0,0,0,2,0,0,0,0,910,3,68.5,1681,493,2,0,0,0.396189904,0.3169555721484187,24.6,0,1,0,0,0
1630,40,1,0,20211111,0,60,837.2,0,0,0,13,0,0,0,0,13,0,0,0,0,1076,2,49.7,1703,0,2,0,1,0,0.6149612989349794,62.2,0,1,0,0,0
1632,35,1,1,20211217,0,19,231.5,208,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36.5,2471,126,1,3,1,0.4056771022797789,0.4617037831618218,36.5,0,1,0,0,0
1633,53,1,1,20210408,0,16,1012.7,210,0,0,0,2,7,0,0,0,0,0,0,0,0,2,3.9,2002,801,1,0,0,1,0,0,0,1,0,0,0
1634,65,1,0,20210808,0,12,462.3,151,0,0,1,0,0,0,0,1,0,0,0,0,1408,3,34.9,3682,924,1,0,1,0.3372012395281543,0.082089552,0,0,1,0,0,0
1635,79,1,0,20211215,0,11,66.2,0,1,0,30,0,0,0,0,23,0,5,0,2,837,2,15.3,2793,381,1,0,0,0.1121090173074726,0.363013699,15.3,0,1,0,0,0
1636,43,1,1,20210917,0,32,1049.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,1932,1174,1,0,1,1,0,0,0,1,0,0,0
1637,62,0,0,20211202,0,16,330.8,0,0,7,35,4,10,0,2,30,0,9,0,0,368,3,20,4601,293,1,1,1,0.070882226,0.5529411764705883,17.4,0,0,0,1,0
1638,76,1,1,20211104,0,42,167.4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.2,1218,370,2,1,1,0.9355466157646388,0.75,4.4,0,1,0,0,0
1639,52,1,0,20210603,0,12,254.8,0,630,0,1,0,0,0,0,1,0,0,0,0,3230,4,14.4,4342,415,2,0,0,0.6987213353071393,0.5599999999999999,0,0,1,0,0,0
1641,64,1,1,20210812,0,20,88.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.9,435,55,3,1,0,0.050120268,0.9451677971445334,12.9,0,1,0,0,0
1642,67,1,0,20210910,0,36,874.8,2,130,0,0,0,0,0,0,0,0,0,0,0,0,4,68.2,2375,847,1,1,1,0.4716486380106214,0.1081081081081081,0,0,1,0,0,0
1643,55,0,0,20210319,0,24,104.9,0,0,8,0,16,7,5,3,0,0,0,0,0,50,3,59.2,926,591,1,3,1,0.7130599130482764,0.25,1,0,0,1,0,0
1644,44,1,0,20211204,0,30,992.3,0,0,5,23,0,0,2,0,25,0,0,0,0,64,4,30.8,3456,0,2,2,1,0,0.424893974,135.6,0,0,1,0,0
1645,37,1,0,20211203,0,42,165.4,181,0,0,12,0,0,0,0,12,0,0,0,0,2136,2,17.8,3163,1344,1,0,0,0.060737096,0.4207650273224043,17.8,0,1,0,0,0
1646,51,0,0,20210704,0,16,464.4,36,0,2,27,8,19,0,2,27,0,0,0,0,220,7,31.9,4536,260,1,1,1,0.103551425,0.2242933528499271,0,0,0,1,0,0
1648,34,1,0,20211106,0,26,920.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.5,39,0,2,0,1,0,0.9836065573770492,24.5,0,1,0,0,0
1649,44,1,1,20210911,0,15,524.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.2,3446,0,1,0,0,0,0,0,0,1,0,0,0
1650,43,1,0,20210719,0,15,810.3,13,0,0,3,0,3,0,0,3,0,0,0,0,2791,2,40.7,3143,875,1,0,0,0.2112255158523539,0.2605633802816902,32.1,0,1,0,0,0
1651,48,0,1,20210506,0,12,588.9,0,0,0,6,5,20,0,0,6,0,0,0,0,2382,1,24.6,3242,0,1,0,1,0,0,0,0,1,0,0,0
1652,56,1,0,20210426,0,11,668.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.2,1627,0,1,0,0,0,0.7745901639344261,14.2,0,1,0,0,0
1653,39,1,0,20211127,0,12,418.6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,616.4,1355,1123,1,0,1,1,0,0,0,1,0,0,0
1654,52,0,0,20210916,0,42,105,39,294,0,0,0,0,0,0,0,0,0,0,0,0,7,38.8,2175,667,2,3,1,0.3378000460940196,0.6128557514832481,72.9,0,1,0,0,0
1655,66,0,0,20210426,0,30,1012.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.7,3661,0,1,0,1,0,0.1643835616438356,0,0,1,0,0,0
1656,74,1,0,20211127,0,34,686.5,7,0,0,0,9,11,0,0,0,0,0,0,0,0,3,30.7,3829,59,2,0,1,0.1721006294263441,0.199787704,30.7,0,1,0,0,0
1657,39,0,1,20210327,0,36,1049.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.3,3860,0,1,0,0,0,0,0,0,1,0,0,0
1658,35,1,0,20211117,0,24,920.9,386,0,17,3,6,31,5,10,5,0,0,0,0,78,10,632.2,2013,377,3,4,1,0.5324065572837396,0.6728393538861834,65.7,0,0,1,0,0
1659,34,0,0,20210504,0,12,274.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.7,499,0,1,1,0,0,0.734375,25.7,0,1,0,0,0
1660,65,0,0,20210504,0,17,1177.8,156,0,4,0,0,11,0,2,2,0,0,0,0,496,3,855.5,1263,735,1,2,1,1,0,0,0,0,1,0,0
1661,47,1,1,20210819,0,14,533.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123.9,2822,996,1,1,1,0.5506792353788301,0,0,0,1,0,0,0
1662,54,0,1,20210630,0,24,471.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39.8,2394,731,2,0,1,0.3085241781975936,0.7837837837837838,39.8,0,1,0,0,0
1663,60,1,0,20210221,0,12,107.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.9,3957,0,2,1,0,0,0.6666666666666667,0,0,1,0,0,0
1664,35,1,1,20211208,0,11,287.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,1126,305,1,0,0,1,0,0,0,1,0,0,0
1665,59,1,0,20210609,0,36,943.7,32,1,0,0,0,0,0,0,0,0,0,0,0,0,4,59.9,2263,50,1,2,0,0.3416100491476878,0.4224073664179982,5.9,0,1,0,0,0
1666,38,1,1,20211225,0,48,909.6,6,0,1,0,0,0,0,1,0,0,0,0,0,415,3,13.1,1562,826,1,1,1,0.261741295,0.2179382773637607,0,0,0,1,0,0
1667,36,1,1,20211221,0,12,664.8,882,0,3,1,0,0,2,1,1,0,0,0,0,141,6,45.8,2852,42,1,1,1,0.7442330358174392,0.6388888888888888,40.9,0,0,1,0,0
1668,46,0,1,20211124,0,12,251.2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.9,1373,163,1,0,0,1,0,0,0,1,0,0,0
1669,41,1,1,20210302,0,24,209.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.8,1813,0,1,1,0,0,0.2432432432432432,0,0,1,0,0,0
1670,53,0,1,20210422,0,24,607.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21.6,1455,360,1,0,1,1,0,0,0,1,0,0,0
1671,34,1,1,20211128,0,43,971.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.7,32,0,2,0,1,0,0.972222222,22.7,0,1,0,0,0
1673,58,1,1,20211004,0,24,409.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.3,541,0,2,2,0,0,0.650020824,50.4,0,1,0,0,0
1674,51,1,0,20210409,0,12,202.5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,25.7,694,0,1,1,1,0,0.3513513513513513,0,0,1,0,0,0
1675,38,1,0,20210428,0,17,607.6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.1,1118,81,1,0,1,1,0,0,0,1,0,0,0
1679,42,1,0,20211009,0,24,341.6,0,199,0,0,6,52,0,0,0,0,0,0,0,0,7,331.5,2237,39,2,5,1,0.7461798766073706,0.7284545175776385,107.1,0,1,0,0,0
1680,55,1,0,20211208,0,24,82.7,36,0,9,19,0,0,3,4,18,0,0,0,0,68,7,90.3,4010,131,4,1,1,0.00562051,0.3465550753239635,105.5,0,0,1,0,0
1681,40,0,1,20211106,0,10,169.1,197,0,0,46,2,0,0,0,44,0,0,0,0,1302,12,50,3145,6,5,5,1,0.2355728822709931,0.42692012,116.5,0,1,0,0,0
1682,44,1,0,20211212,0,36,267.9,403,0,0,5,0,0,0,0,1,0,4,0,0,853,1,23.9,3042,813,1,0,1,1,0,0,0,1,0,0,0
1683,34,1,0,20210722,0,24,1001.6,910,0,3,38,0,0,0,1,0,0,31,0,7,542,7,84.7,3062,253,2,0,1,0.442642758,0.5493883324677429,54.3,0,0,0,1,0
1684,52,1,1,20210608,0,24,377.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55.4,1827,82,3,1,1,0.385647969,0.7990897741272273,89.1,0,1,0,0,0
1685,63,1,1,20211215,0,17,628.5,0,0,0,7,0,0,0,0,7,0,0,0,0,1628,2,6.2,2400,0,1,0,1,0,0,3.4,0,1,0,0,0
1686,43,1,1,20211009,0,16,1024.7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,11.8,4530,892,1,1,1,1,0,0,0,1,0,0,0
1687,42,1,0,20211029,0,24,1024.7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46.4,1990,620,1,0,1,1,0,0,0,1,0,0,0
1688,54,0,0,20211219,0,48,496.1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.7,2202,1066,3,0,0,0.6887945552715427,0.7386363656178705,10.4,0,1,0,0,0
1689,43,1,1,20210625,0,24,377.5,0,0,0,1,0,0,0,0,1,0,0,0,0,3222,3,13.9,3179,0,1,1,1,0,0.1721575413306725,13.6,0,1,0,0,0
1690,49,1,1,20211208,0,12,992.3,0,0,2,0,1,0,0,1,1,0,0,0,0,465,2,74.3,1823,727,1,0,1,0.1482890530909704,0.1639344262295082,0,0,0,1,0,0
1691,52,0,0,20211013,0,26,409.9,0,0,0,2,0,0,0,0,2,0,0,0,0,1657,1,15.8,2265,0,1,0,0,0,0.4863013698630137,0,0,1,0,0,0
1692,61,1,0,20210616,0,36,566.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.4,584,0,1,1,1,0,0.8698630136986302,51.4,0,1,0,0,0
1693,35,1,0,20210505,0,18,196.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.8,281,0,2,0,0,0,0.8333333333333335,14.8,0,1,0,0,0
1695,39,1,0,20211112,0,24,845.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43.1,1319,0,1,1,1,0,0.1907100358419271,0,0,1,0,0,0
1696,36,0,1,20210717,0,24,910.5,118,23,1,2,2,0,0,0,2,0,0,0,0,659,7,37.8,1899,350,3,2,1,0.577623987,0.7468166043032848,64.2,0,0,1,0,0
1697,51,0,1,20210325,0,12,419.7,244,186,0,0,0,0,0,0,0,0,0,0,0,0,4,18.6,2065,664,1,0,1,1,0,0,0,1,0,0,0
1698,42,0,1,20211105,0,36,837.2,44,0,2,0,1,24,0,1,1,0,0,0,0,280,3,353.8,2193,35,1,2,1,0.2593184861583688,0.5409836065573771,0,0,0,1,0,0
1699,40,0,0,20210408,0,36,303.8,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,33.4,1015,0,1,3,1,0,0.1227354149674576,0,0,1,0,0,0
1700,43,0,1,20211218,0,18,165.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,26.4,1578,483,1,1,1,0.1633916718268832,0.4054054054054054,26.4,0,1,0,0,0
1701,43,0,0,20210722,0,23,946.9,0,296,0,0,0,0,0,0,0,0,0,0,0,0,9,50.4,1463,499,3,4,1,0.3394733388349421,0.7779481063669342,95.9,0,1,0,0,0
1702,42,1,0,20210822,0,14,761.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47.2,4729,1069,1,2,0,0.3166028112788531,0.3767011141962273,30.5,0,1,0,0,0
1703,36,1,0,20210401,0,33,595.5,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1,1721,794,1,0,1,1,0,0,0,1,0,0,0
